F_PU10,F_PU11,L_T6,L_T7,P_J307,P_J317,S_PU10,S_PU11,ATTACK_FLAG
30.08,0,5.29,3.06,16.81,67.63,1,0,1
29.97,0,5.49,2.93,17.64,68.5,1,0,1
29.77,0,5.37,3.03,17.88,68.66,1,0,1
30.38,0,5.5,3.18,18.57,67.91,1,0,1
30.29,0,5.43,3.06,16.84,68.61,1,0,1
29.65,0,5.47,3.13,25.17,70.48,1,0,1
31.04,0,5.49,3.66,30.8,72.35,1,0,1
30.86,0,5.5,4.22,26.76,73.01,1,0,1
0.0,0,5.5,4.78,26.99,58.65,0,0,1
0.0,0,5.5,3.15,19.29,56.08,0,0,1
30.47,0,5.5,2.28,18.59,67.92,1,0,1
30.81,0,5.5,2.65,18.43,66.32,1,0,1
30.37,0,5.5,3.23,17.74,66.53,1,0,1
30.32,0,5.5,2.77,17.26,66.21,1,0,0
30.79,0,5.49,2.36,18.86,66.28,1,0,0
30.03,0,5.5,2.08,19.16,69.07,1,0,0
29.15,0,5.5,2.44,19.62,72.31,1,0,0
30.54,0,5.5,3.41,26.0,74.24,1,0,0
30.18,0,5.5,4.32,26.92,76.33,1,0,0
0.0,0,5.35,4.1,30.33,61.23,0,0,0
0.0,0,5.15,3.38,30.14,60.22,0,0,0
0.0,0,4.9,2.53,30.55,57.13,0,0,0
30.72,0,5.0,2.47,20.44,68.1,1,0,0
30.73,0,5.24,2.83,20.28,67.88,1,0,0
30.76,0,5.44,3.03,19.79,67.32,1,0,0
29.52,0,5.5,3.07,20.5,72.03,1,0,0
29.85,0,5.5,3.79,20.45,70.94,1,0,0
32.14,0,5.5,4.2,26.66,69.47,1,0,0
31.48,0,5.5,4.03,26.9,71.97,1,0,0
31.03,0,5.5,4.44,26.88,73.48,1,0,0
0.0,0,5.41,4.48,30.17,57.73,0,0,0
0.0,0,5.03,2.72,26.37,55.29,0,0,0
30.61,0,5.12,2.53,20.34,68.35,1,0,0
30.53,0,5.37,2.94,20.38,68.66,1,0,0
31.32,0,5.5,3.47,20.92,66.54,1,0,0
31.37,0,5.45,2.83,21.06,66.53,1,0,0
31.36,0,5.47,2.43,20.64,66.15,1,0,0
33.25,0,5.44,1.94,28.75,67.5,1,0,0
32.6,0,5.5,2.01,29.35,70.48,1,0,0
32.12,0,5.5,2.41,30.28,73.12,1,0,0
30.09,0,5.5,3.15,23.01,72.71,1,0,0
29.25,0,5.5,3.9,22.01,74.38,1,0,0
0.0,0,5.5,4.86,28.01,60.69,0,0,0
0.0,0,5.24,3.67,28.38,59.79,0,0,0
0.0,0,4.96,2.58,32.44,59.26,0,0,0
32.49,0,5.3,3.44,28.78,70.32,1,0,0
30.44,0,5.5,4.06,29.36,77.94,1,0,0
0.0,0,5.43,4.61,32.63,55.38,0,0,0
33.14,0,4.99,2.5,28.81,67.97,1,0,0
31.41,0,5.14,2.46,21.87,67.2,1,0,0
31.39,0,5.29,2.47,21.71,67.09,1,0,0
31.51,0,5.43,2.42,21.63,66.61,1,0,0
31.47,0,5.49,2.16,21.63,66.73,1,0,0
31.12,0,5.5,2.1,21.44,67.76,1,0,0
30.65,0,5.5,2.12,21.72,69.59,1,0,0
31.61,0,5.5,2.58,28.36,72.99,1,0,0
31.89,0,5.5,3.35,30.77,74.44,1,0,0
32.36,0,5.5,4.19,30.96,72.95,1,0,0
32.99,0,5.5,4.66,30.75,70.45,1,0,0
30.95,0,5.5,4.4,21.97,68.85,1,0,0
30.55,0,5.5,4.16,21.65,69.88,1,0,0
30.83,0,5.5,4.24,21.74,69.03,1,0,0
30.37,0,5.5,4.09,21.71,70.51,1,0,0
30.75,0,5.5,4.32,22.12,69.68,1,0,0
30.16,0,5.5,4.31,22.24,71.73,1,0,0
30.13,0,5.5,4.72,27.22,76.79,1,0,0
0.0,0,5.3,4.06,30.36,60.04,0,0,0
0.0,0,5.03,2.94,30.51,58.27,0,0,0
32.11,0,5.14,2.95,27.51,70.4,1,0,0
32.09,0,5.46,3.6,27.23,70.18,1,0,0
30.9,0,5.5,4.36,27.28,74.33,1,0,0
0.0,0,5.42,4.47,25.47,56.2,0,0,0
30.54,0,4.98,2.43,18.15,66.41,1,0,0
30.42,0,5.08,2.28,18.13,66.77,1,0,0
30.31,0,5.23,2.31,18.55,67.56,1,0,0
30.0,0,5.43,2.58,17.71,67.7,1,0,0
30.43,0,5.5,3.01,19.3,67.92,1,0,0
30.6,0,5.5,2.99,25.84,73.88,1,0,0
31.34,0,5.5,3.9,25.83,71.4,1,0,0
31.42,0,5.5,4.25,25.95,71.24,1,0,0
29.33,0,5.5,4.48,19.47,71.6,1,0,0
0.0,0,5.41,4.39,25.43,58.46,0,0,0
0.0,0,5.06,2.8,25.25,55.61,0,0,0
30.57,0,5.13,2.55,19.01,67.15,1,0,0
30.65,0,5.3,2.62,19.23,67.12,1,0,0
30.59,0,5.44,2.64,18.83,66.92,1,0,0
30.24,0,5.5,2.64,18.87,68.11,1,0,0
31.14,0,5.5,2.78,25.61,71.86,1,0,0
30.88,0,5.5,3.39,26.03,73.15,1,0,0
30.31,0,5.5,4.12,26.53,75.53,1,0,0
0.0,0,5.41,4.37,29.96,60.25,0,0,0
0.0,0,5.14,3.22,26.74,58.92,0,0,0
30.05,0,5.08,2.78,21.01,70.84,1,0,0
30.59,0,5.45,3.72,20.27,68.35,1,0,0
31.79,0,5.5,4.04,29.97,73.97,1,0,0
31.61,0,5.5,4.73,28.86,73.51,1,0,0
0.0,0,5.17,3.25,33.28,55.03,0,0,0
32.86,0,5.03,2.25,29.43,69.63,1,0,0
31.28,0,5.33,2.8,21.86,67.62,1,0,0
30.56,0,5.5,2.86,22.43,70.59,1,0,0
31.58,0,5.5,3.31,22.88,67.61,1,0,0
30.77,0,5.5,2.98,22.84,70.32,1,0,0
30.57,0,5.5,3.32,21.53,69.69,1,0,0
30.5,0,5.5,3.53,21.51,69.87,1,0,0
31.36,0,5.5,3.79,28.44,73.92,1,0,0
31.75,0,5.5,4.54,28.35,72.48,1,0,0
0.0,0,5.38,4.2,31.27,57.43,0,0,0
32.93,0,4.98,2.43,28.11,68.04,1,0,0
31.17,0,5.15,2.46,20.64,66.76,1,0,0
31.21,0,5.26,2.33,20.54,66.53,1,0,0
31.21,0,5.34,2.13,20.56,66.58,1,0,0
31.18,0,5.43,2.0,20.89,66.99,1,0,0
29.87,0,5.5,2.12,21.54,71.97,1,0,0
29.5,0,5.5,2.94,21.78,73.37,1,0,0
30.65,0,5.5,3.94,28.74,76.62,1,0,0
0.0,0,5.45,4.59,31.67,60.75,0,0,0
0.0,0,5.2,3.53,31.94,58.75,0,0,0
33.11,0,4.88,2.2,31.47,70.77,1,0,0
33.21,0,5.23,2.98,31.51,70.41,1,0,0
30.34,0,5.5,3.51,22.42,71.32,1,0,0
30.26,0,5.5,3.99,22.19,71.35,1,0,0
30.59,0,5.5,4.4,21.77,69.86,1,0,0
30.27,0,5.5,4.42,22.07,71.21,1,0,0
30.51,0,5.5,4.73,22.11,70.46,1,0,0
0.0,0,5.43,4.45,28.05,59.09,0,0,0
0.0,0,5.1,2.99,30.46,57.45,0,0,0
32.3,0,5.17,2.82,26.62,68.83,1,0,0
31.96,0,5.42,3.12,26.31,69.73,1,0,0
31.3,0,5.5,3.82,26.91,72.61,1,0,0
29.4,0,5.5,4.33,19.47,71.36,1,0,0
29.55,0,5.5,4.75,18.68,70.1,1,0,0
0.0,0,5.28,3.75,24.58,55.68,0,0,0
30.49,0,5.06,2.47,18.04,66.44,1,0,0
30.33,0,5.16,2.32,16.87,65.79,1,0,0
30.76,0,5.15,1.9,18.6,66.13,1,0,0
30.38,0,5.22,1.73,19.42,68.2,1,0,0
30.13,0,5.47,2.27,19.62,69.19,1,0,0
30.13,0,5.5,3.32,26.32,75.9,1,0,0
29.39,0,5.5,4.48,27.02,78.94,1,0,0
0.0,0,5.35,4.15,30.77,60.94,0,0,0
0.0,0,5.12,3.29,31.09,59.86,0,0,0
31.81,0,4.97,2.67,27.48,71.43,1,0,0
31.99,0,5.35,3.6,27.51,70.82,1,0,0
29.81,0,5.5,4.34,21.02,71.63,1,0,0
30.2,0,5.5,4.79,21.71,71.07,1,0,0
0.0,0,5.1,2.94,28.37,55.73,0,0,0
31.28,0,5.13,2.54,21.67,67.43,1,0,0
31.33,0,5.31,2.62,21.63,67.23,1,0,0
31.47,0,5.45,2.59,21.89,66.99,1,0,0
32.96,0,5.5,2.58,29.89,69.71,1,0,0
33.14,0,5.5,2.72,29.94,69.11,1,0,0
32.66,0,5.5,2.69,28.26,69.19,1,0,0
31.29,0,5.5,2.66,20.84,66.57,1,0,0
31.26,0,5.5,2.26,20.47,66.31,1,0,0
30.93,0,5.5,1.93,20.55,67.49,1,0,0
31.18,0,5.5,1.94,20.47,66.59,1,0,0
31.08,0,5.5,1.72,20.54,66.99,1,0,0
30.84,0,5.5,1.65,20.63,67.87,1,0,0
30.87,0,5.5,1.81,20.56,67.72,1,0,0
32.1,0,5.5,1.9,27.36,70.26,1,0,0
31.66,0,5.5,2.32,27.53,72.0,1,0,0
31.0,0,5.5,2.98,27.71,74.41,1,0,0
30.21,0,5.5,3.93,28.17,77.5,1,0,0
0.0,0,5.42,4.44,32.12,60.17,0,0,0
0.0,0,5.15,3.26,28.07,60.12,0,0,0
30.61,0,4.96,2.61,21.82,69.84,1,0,0
30.54,0,5.29,3.34,21.63,69.88,1,0,0
31.36,0,5.5,4.08,22.45,67.93,1,0,0
30.88,0,5.5,3.66,22.84,69.97,1,0,0
32.22,0,5.5,3.91,30.0,72.51,1,0,0
32.04,0,5.5,4.36,30.85,73.97,1,0,0
0.0,0,5.4,4.32,32.48,57.11,0,0,0
32.34,0,5.01,2.5,29.76,71.82,1,0,0
31.18,0,5.38,3.42,22.39,68.48,1,0,0
30.0,0,5.5,3.71,20.19,70.19,1,0,0
29.67,0,5.5,3.99,19.67,70.72,1,0,0
29.34,0,5.5,4.34,19.9,72.0,1,0,0
0.0,0,5.5,4.87,25.83,58.82,0,0,0
0.0,0,5.14,3.2,29.91,56.53,0,0,0
32.34,0,5.12,2.66,25.78,67.85,1,0,0
32.43,0,5.3,2.71,25.35,67.1,1,0,0
30.38,0,5.38,2.44,17.35,66.12,1,0,0
30.38,0,5.4,2.12,17.39,66.16,1,0,0
30.25,0,5.45,1.91,17.44,66.63,1,0,0
30.42,0,5.5,2.08,19.47,68.1,1,0,0
29.49,0,5.5,2.23,19.7,71.3,1,0,0
28.83,0,5.5,2.97,20.39,74.04,1,0,0
28.28,0,5.5,4.04,20.64,75.96,1,0,0
0.0,0,5.44,4.72,30.32,60.86,0,0,0
0.0,0,5.21,3.66,30.56,57.65,0,0,0
32.14,0,4.99,2.55,27.16,69.95,1,0,0
32.67,0,5.31,3.18,26.61,67.51,1,0,0
32.39,0,5.43,2.93,26.57,68.45,1,0,0
30.46,0,5.5,3.11,20.09,68.59,1,0,0
30.02,0,5.5,3.15,20.3,70.23,1,0,0
29.66,0,5.5,3.53,20.14,71.22,1,0,0
29.96,0,5.5,4.04,20.17,70.3,1,0,0
30.22,0,5.5,4.28,20.12,69.41,1,0,0
29.21,0,5.5,4.27,20.23,72.74,1,0,0
0.0,0,5.41,4.35,30.24,58.38,0,0,0
0.0,0,5.05,2.75,30.52,56.38,0,0,0
33.12,0,5.14,2.59,28.99,68.21,1,0,0
31.33,0,5.33,2.66,21.47,67.06,1,0,0
31.39,0,5.45,2.55,21.63,67.0,1,0,0
31.52,0,5.5,2.5,21.45,66.38,1,0,0
31.42,0,5.48,2.06,21.55,66.84,1,0,0
30.96,0,5.5,2.09,22.12,68.96,1,0,0
30.66,0,5.5,2.36,22.67,70.52,1,0,0
30.23,0,5.5,2.86,21.54,70.79,1,0,0
31.47,0,5.5,3.37,28.6,73.73,1,0,0
30.46,0,5.5,4.14,29.13,77.64,1,0,0
0.0,0,5.38,4.25,32.06,60.48,0,0,0
0.0,0,5.13,3.21,32.17,60.45,0,0,0
0.0,0,4.9,2.52,32.53,58.88,0,0,0
31.13,0,5.27,3.42,22.56,68.84,1,0,0
30.67,0,5.5,3.73,22.33,70.14,1,0,0
30.24,0,5.5,3.94,21.69,70.91,1,0,0
30.59,0,5.5,4.28,21.82,69.9,1,0,0
29.86,0,5.5,4.33,22.04,72.49,1,0,0
0.0,0,5.44,4.5,28.3,60.39,0,0,0
0.0,0,5.17,3.36,28.74,57.44,0,0,0
33.14,0,4.96,2.28,30.97,70.14,1,0,0
32.85,0,5.27,2.89,29.21,69.43,1,0,0
31.6,0,5.5,3.31,29.51,74.17,1,0,0
30.16,0,5.5,4.14,22.87,72.34,1,0,0
30.27,0,5.5,4.69,22.37,71.51,1,0,0
0.0,0,5.3,3.92,28.43,57.51,0,0,0
31.39,0,4.92,2.22,21.81,67.28,1,0,0
31.53,0,5.1,2.34,21.53,66.46,1,0,0
31.53,0,5.17,2.08,21.41,66.3,1,0,0
30.71,0,5.2,1.79,19.05,66.74,1,0,0
30.41,0,5.34,1.89,18.34,67.02,1,0,0
30.84,0,5.5,2.08,26.76,74.02,1,0,0
30.78,0,5.5,3.11,26.6,74.05,1,0,0
30.15,0,5.5,4.01,26.8,76.32,1,0,0
0.0,0,5.43,4.55,29.41,60.51,0,0,0
0.0,0,5.18,3.44,29.42,58.3,0,0,0
31.56,0,5.06,2.7,26.37,71.15,1,0,0
30.17,0,5.43,3.59,19.1,68.56,1,0,0
29.87,0,5.5,4.04,18.16,68.56,1,0,0
29.77,0,5.5,3.92,17.28,68.02,1,0,0
30.24,0,5.5,3.74,19.28,68.51,1,0,0
29.4,0,5.5,3.64,19.31,71.21,1,0,0
29.76,0,5.5,4.16,18.84,69.62,1,0,0
29.61,0,5.5,4.26,18.99,70.24,1,0,0
31.22,0,5.5,4.49,25.67,71.65,1,0,0
31.49,0,5.5,4.78,25.73,70.76,1,0,0
0.0,0,5.24,3.54,29.07,55.75,0,0,0
32.29,0,5.1,2.54,25.85,68.1,1,0,0
30.43,0,5.29,2.66,19.27,67.86,1,0,0
30.7,0,5.5,2.92,18.9,66.62,1,0,0
29.86,0,5.5,2.69,19.4,69.85,1,0,0
30.53,0,5.5,3.1,19.09,67.36,1,0,0
30.53,0,5.5,2.86,19.09,67.37,1,0,0
30.55,0,5.5,2.68,18.92,67.15,1,0,0
29.97,0,5.5,2.48,19.18,69.27,1,0,0
28.79,0,5.5,2.82,19.74,73.53,1,0,0
30.5,0,5.5,3.92,26.25,74.62,1,0,0
0.0,0,5.5,4.78,29.87,60.78,0,0,0
0.0,0,5.25,3.68,30.32,60.72,0,0,0
0.0,0,5.03,2.91,31.15,59.46,0,0,0
32.13,0,5.09,2.94,30.02,72.83,1,0,0
30.03,0,5.5,4.01,21.62,71.51,1,0,0
0.0,0,5.45,4.69,28.96,57.95,0,0,0
0.0,0,5.07,2.94,28.72,56.24,0,0,0
31.51,0,5.12,2.64,22.0,66.98,1,0,0
31.37,0,5.25,2.51,22.53,67.98,1,0,0
31.46,0,5.46,2.74,23.25,68.38,1,0,0
32.06,0,5.5,3.2,30.73,73.81,1,0,0
31.81,0,5.5,3.96,31.57,75.51,1,0,0
0.0,0,5.5,4.82,30.65,57.63,0,0,0
0.0,0,5.09,2.91,30.7,55.45,0,0,0
30.55,0,5.12,2.5,19.57,67.76,1,0,0
30.43,0,5.34,2.77,19.09,67.68,1,0,0
30.09,0,5.5,2.98,19.69,69.4,1,0,0
29.7,0,5.5,3.24,18.28,69.23,1,0,0
29.67,0,5.5,3.45,18.36,69.4,1,0,0
30.26,0,5.5,3.65,17.5,66.65,1,0,0
30.1,0,5.5,3.13,17.5,67.2,1,0,0
31.04,0,5.5,3.37,25.97,72.54,1,0,0
30.29,0,5.5,4.0,26.45,75.5,1,0,0
0.0,0,5.44,4.52,29.52,59.7,0,0,0
0.0,0,5.14,3.19,30.44,59.05,0,0,0
30.01,0,5.11,2.83,20.65,70.62,1,0,0
30.2,0,5.47,3.73,20.58,69.93,1,0,0
28.82,0,5.5,4.59,21.04,74.72,1,0,0
0.0,0,5.29,3.81,26.69,58.32,0,0,0
30.94,0,4.94,2.31,20.37,67.42,1,0,0
32.37,0,5.16,2.58,27.02,68.98,1,0,0
33.03,0,5.42,2.97,28.5,68.06,1,0,0
31.73,0,5.5,3.0,29.42,73.65,1,0,0
30.63,0,5.5,3.73,22.04,69.99,1,0,0
30.81,0,5.5,3.91,22.37,69.73,1,0,0
30.31,0,5.5,3.99,22.97,71.97,1,0,0
30.05,0,5.5,4.5,23.1,72.95,1,0,0
0.0,0,5.33,3.97,27.96,57.12,0,0,0
32.86,0,4.96,2.3,28.38,68.58,1,0,0
32.83,0,5.2,2.6,28.53,68.83,1,0,0
32.79,0,5.44,2.89,28.3,68.76,1,0,0
32.32,0,5.5,3.26,28.27,70.4,1,0,1
31.16,0,5.5,3.36,20.79,66.97,1,0,1
30.89,0,5.5,2.9,20.41,67.49,1,0,1
30.76,0,5.5,2.7,20.68,68.2,1,0,1
29.98,0,5.5,2.71,21.4,71.46,1,0,1
29.19,0,5.5,3.37,21.83,74.36,1,0,1
29.0,0,5.5,4.39,21.97,75.1,1,0,1
0.0,0,5.37,4.27,31.61,60.82,0,0,1
0.0,0,5.14,3.34,32.2,60.24,0,0,1
0.0,0,4.89,2.51,32.54,59.01,0,0,1
32.64,0,5.28,3.47,31.63,72.63,1,0,1
31.32,0,5.5,4.62,32.1,77.72,1,0,1
0.0,0,5.29,3.93,33.07,58.77,0,0,1
0.0,0,4.96,2.51,28.86,56.68,0,0,1
31.38,0,5.2,2.84,22.11,67.54,1,0,1
31.37,0,5.37,2.86,22.04,67.5,1,0,1
30.69,0,5.5,2.88,22.09,69.85,1,0,1
30.98,0,5.5,3.18,21.97,68.76,1,0,1
30.76,0,5.5,3.19,22.04,69.54,1,0,1
30.25,0,5.5,3.36,18.7,67.91,1,0,1
31.99,0,5.5,3.33,25.84,69.15,1,0,1
31.77,0,5.5,3.29,25.5,69.57,1,0,1
31.88,0,5.5,3.37,25.29,68.97,1,0,1
30.05,0,5.5,3.17,17.84,67.7,1,0,1
30.49,0,5.5,3.03,17.78,66.19,1,0,1
30.32,0,5.44,2.47,17.15,66.11,1,0,1
30.67,0,5.46,2.13,18.89,66.7,1,0,1
30.11,0,5.5,2.18,19.26,68.9,1,0,1
29.18,0,5.5,2.49,19.52,72.11,1,0,1
29.66,0,5.5,3.33,19.78,70.85,1,0,1
30.19,0,5.5,3.85,26.27,75.67,1,0,0
0.0,0,5.5,4.91,29.35,61.24,0,0,0
0.0,0,5.27,3.88,30.24,59.89,0,0,0
0.0,0,4.99,2.77,30.48,59.07,0,0,0
32.47,0,5.2,3.17,28.07,69.68,1,0,0
30.91,0,5.48,3.58,20.47,67.48,1,0,0
30.0,0,5.5,3.54,20.54,70.55,1,0,0
30.55,0,5.5,3.91,20.14,68.34,1,0,0
30.1,0,5.5,3.71,20.35,70.02,1,0,0
30.2,0,5.5,3.94,20.08,69.42,1,0,0
29.58,0,5.5,4.01,20.41,71.73,1,0,0
31.53,0,5.5,4.66,26.47,71.38,1,0,0
0.0,0,5.39,4.3,29.95,57.06,0,0,0
32.41,0,5.01,2.51,26.83,68.66,1,0,0
30.92,0,5.24,2.8,20.26,67.25,1,0,0
30.78,0,5.4,2.79,20.22,67.65,1,0,0
30.43,0,5.5,3.0,21.12,69.72,1,0,0
30.06,0,5.5,3.29,21.36,71.16,1,0,0
30.74,0,5.5,3.8,21.91,69.49,1,0,0
30.59,0,5.5,3.86,21.11,69.2,1,0,0
30.81,0,5.5,3.86,21.52,68.87,1,0,0
32.54,0,5.5,3.76,29.86,71.23,1,0,0
31.86,0,5.5,4.0,30.56,74.31,1,0,0
32.49,0,5.5,4.73,31.2,72.72,1,0,0
0.0,0,5.16,3.2,31.84,58.68,0,0,0
30.57,0,5.13,2.79,22.56,70.7,1,0,0
30.02,0,5.49,3.67,23.01,72.94,1,0,0
0.0,0,5.45,4.6,28.64,60.59,0,0,0
0.0,0,5.2,3.5,32.49,58.58,0,0,0
33.02,0,5.03,2.63,29.18,68.79,1,0,0
33.22,0,5.27,2.89,28.84,67.72,1,0,0
33.06,0,5.41,2.72,28.74,68.19,1,0,0
30.65,0,5.5,2.85,21.97,69.83,1,0,0
30.19,0,5.5,3.16,22.15,71.54,1,0,0
29.76,0,5.5,3.74,22.37,73.15,1,0,0
29.7,0,5.5,4.5,21.61,72.55,1,0,0
0.0,0,5.34,4.02,27.95,56.6,0,0,0
31.52,0,5.04,2.52,22.99,67.95,1,0,0
33.32,0,5.28,2.82,30.85,69.32,1,0,0
32.66,0,5.5,3.17,29.24,70.15,1,0,0
32.26,0,5.5,3.3,29.38,71.72,1,0,0
31.08,0,5.5,3.72,22.16,68.6,1,0,0
30.75,0,5.5,3.56,22.12,69.65,1,0,0
31.14,0,5.5,3.7,21.76,68.01,1,0,0
30.33,0,5.5,3.41,21.31,70.23,1,0,0
30.83,0,5.5,3.72,21.46,68.74,1,0,0
29.85,0,5.5,3.57,18.7,69.18,1,0,0
29.36,0,5.5,3.69,19.8,71.82,1,0,0
30.22,0,5.5,4.3,26.49,75.78,1,0,0
0.0,0,5.36,4.15,29.8,59.75,0,0,0
0.0,0,5.07,2.93,29.85,59.84,0,0,0
31.51,0,4.98,2.57,26.18,71.16,1,0,0
31.71,0,5.35,3.5,26.6,70.89,1,0,0
31.07,0,5.5,4.39,26.27,72.73,1,0,0
0.0,0,5.45,4.54,25.33,56.54,0,0,0
0.0,0,5.02,2.55,24.86,53.27,0,0,0
30.57,0,5.07,2.23,18.26,66.41,1,0,0
30.69,0,5.18,2.13,19.19,66.96,1,0,0
30.78,0,5.34,2.22,18.83,66.28,1,0,0
30.6,0,5.39,1.99,18.83,66.88,1,0,0
30.08,0,5.5,2.12,19.3,69.03,1,0,0
31.23,0,5.5,2.47,25.62,71.57,1,0,0
31.04,0,5.5,3.07,25.84,72.43,1,0,0
30.78,0,5.5,3.74,26.16,73.59,1,0,0
31.08,0,5.5,4.49,26.42,72.85,1,0,0
0.0,0,5.36,4.1,25.5,58.25,0,0,0
0.0,0,5.0,2.52,25.39,53.65,0,0,0
30.9,0,5.09,2.29,19.16,66.21,1,0,0
30.92,0,5.15,2.03,18.95,65.93,1,0,0
31.03,0,5.16,1.7,18.95,65.57,1,0,0
30.92,0,5.09,1.24,19.3,66.28,1,0,0
30.81,0,5.21,1.3,19.91,67.25,1,0,0
31.89,0,5.43,1.71,26.23,69.89,1,0,0
30.33,0,5.5,2.72,26.97,75.89,1,0,0
29.93,0,5.5,3.94,27.33,77.55,1,0,0
0.0,0,5.42,4.43,30.77,59.03,0,0,0
0.0,0,5.09,2.97,34.35,59.17,0,0,0
31.26,0,5.17,2.98,21.97,67.79,1,0,0
31.14,0,5.36,3.07,21.65,67.89,1,0,0
30.99,0,5.5,3.22,21.59,68.34,1,0,0
30.75,0,5.5,3.13,21.72,69.28,1,0,0
31.0,0,5.5,3.28,22.34,69.04,1,0,0
30.37,0,5.5,3.33,22.76,71.56,1,0,0
32.91,0,5.5,3.95,31.88,71.91,1,0,0
31.93,0,5.5,4.22,28.82,72.35,1,0,0
31.34,0,5.5,4.62,28.87,74.42,1,0,0
0.0,0,5.33,4.15,31.92,56.22,0,0,0
31.41,0,5.0,2.5,21.77,67.08,1,0,0
31.21,0,5.15,2.46,21.37,67.37,1,0,0
31.36,0,5.32,2.55,21.12,66.62,1,0,0
31.19,0,5.39,2.29,21.46,67.52,1,0,0
30.92,0,5.5,2.52,20.88,67.87,1,0,0
31.25,0,5.5,2.49,20.56,66.43,1,0,0
32.29,0,5.5,2.11,27.56,69.81,1,0,0
31.31,0,5.5,2.4,27.81,73.48,1,0,0
31.76,0,5.5,3.28,27.97,72.08,1,0,0
30.98,0,5.5,3.8,28.1,74.89,1,0,0
28.73,0,5.5,4.68,22.27,76.22,1,0,0
0.0,0,5.32,4.12,28.68,60.69,0,0,0
0.0,0,5.08,3.19,28.33,59.25,0,0,0
31.44,0,5.04,2.81,24.04,69.25,1,0,0
33.18,0,5.36,3.4,31.42,70.42,1,0,0
32.23,0,5.5,4.03,29.09,71.57,1,0,0
31.89,0,5.5,4.3,29.21,72.87,1,0,0
31.74,0,5.5,4.77,29.14,73.32,1,0,0
0.0,0,5.14,3.1,28.4,56.79,0,0,0
31.4,0,5.14,2.67,22.31,67.66,1,0,0
31.41,0,5.33,2.78,21.97,67.3,1,0,0
30.72,0,5.46,2.71,19.04,66.68,1,0,0
29.48,0,5.5,2.55,19.65,71.29,1,0,0
31.02,0,5.5,3.32,26.54,73.2,1,0,0
31.0,0,5.5,4.05,26.45,73.15,1,0,0
30.9,0,5.5,4.68,25.99,73.04,1,0,0
0.0,0,5.22,3.5,29.08,50.97,0,0,0
30.68,0,4.96,2.09,18.17,65.97,1,0,0
30.25,0,5.02,1.84,16.93,66.14,1,0,0
30.18,0,5.12,1.78,16.86,66.29,1,0,0
30.86,0,5.24,1.82,18.89,66.07,1,0,0
29.37,0,5.5,4.28,19.33,71.33,1,0,0
30.63,0,5.5,4.78,25.86,73.79,1,0,0
0.0,0,5.16,3.22,29.18,59.05,0,0,0
31.64,0,5.01,2.54,26.41,70.92,1,0,0
31.92,0,5.38,3.41,27.34,70.88,1,0,0
29.95,0,5.5,4.32,27.86,78.0,1,0,0
0.0,0,5.39,4.44,30.49,58.83,0,0,0
0.0,0,5.05,2.92,26.75,57.57,0,0,0
31.15,0,5.14,2.81,20.29,66.52,1,0,0
30.82,0,5.21,2.49,20.18,67.5,1,0,0
30.83,0,5.39,2.65,20.13,67.4,1,0,0
30.63,0,5.5,2.79,20.31,68.25,1,0,0
31.04,0,5.5,2.94,27.14,73.72,1,0,0
31.2,0,5.5,3.8,26.81,72.85,1,0,0
31.38,0,5.5,4.4,27.26,72.7,1,0,0
29.72,0,5.5,4.75,20.41,71.32,1,0,0
0.0,0,5.21,3.46,26.49,56.11,0,0,0
31.24,0,4.98,2.21,21.97,67.87,1,0,0
31.15,0,5.2,2.5,21.89,68.12,1,0,0
33.0,0,5.42,2.8,29.4,69.1,1,0,0
32.6,0,5.5,3.27,29.1,70.24,1,0,0
33.06,0,5.5,3.41,29.42,68.89,1,0,0
33.17,0,5.5,3.2,29.98,69.03,1,0,0
30.86,0,5.5,2.91,22.28,69.46,1,0,0
31.07,0,5.41,2.05,21.05,67.53,1,0,0
29.69,0,5.5,2.37,21.64,72.64,1,0,0
30.73,0,5.5,3.3,28.08,75.69,1,0,0
30.36,0,5.5,4.4,28.37,77.2,1,0,0
0.0,0,5.37,4.38,32.24,60.25,0,0,0
0.0,0,5.11,3.24,32.32,58.89,0,0,0
32.94,0,5.07,2.83,31.29,71.19,1,0,0
31.34,0,5.42,3.57,23.59,69.14,1,0,0
30.17,0,5.5,4.06,22.73,72.2,1,0,0
30.1,0,5.5,4.6,22.45,72.11,1,0,0
0.0,0,5.32,3.95,28.18,55.0,0,0,0
31.37,0,5.05,2.45,21.94,67.4,1,0,0
31.36,0,5.22,2.54,22.04,67.53,1,0,0
32.67,0,5.43,2.71,28.82,69.69,1,0,0
31.19,0,5.5,3.4,27.22,73.29,1,0,0
31.07,0,5.5,4.12,26.94,73.43,1,0,0
31.37,0,5.5,4.77,27.01,72.48,1,0,0
0.0,0,5.13,3.03,25.6,56.8,0,0,0
30.51,0,5.14,2.66,19.09,67.42,1,0,0
30.58,0,5.33,2.79,18.98,67.09,1,0,0
30.38,0,5.47,2.76,17.94,66.7,1,0,0
29.94,0,5.5,2.66,17.25,67.43,1,0,0
30.18,0,5.5,2.59,17.03,66.45,1,0,0
30.48,0,5.5,2.32,18.65,67.08,1,0,0
29.7,0,5.5,3.7,20.62,71.58,1,0,0
28.86,0,5.5,4.24,21.18,74.74,1,0,0
0.0,0,5.38,4.26,30.58,59.69,0,0,0
